STATEFIPS,STATE,COUNTYFIPS,COUNTYNAME,AGI_STUB,N1,MARS2,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N07100,A07100,N07220,A07220,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N09600,A09600,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
01,AL,000,Alabama,0,2091218.0000,778752.0000,1253571.0000,4340121.0000,1589968.0000,100308257.00,1740617.0000,73819452.000,613319.0000,1234472.0000,276153.0000,1377991.0000,245570.0000,1010895.0000,346394.0000,2933028.0000,48733.0000,212509.0000,2332902.0000,161089.0000,2415698.0000,404829.0000,8606413.0000,149514.0000,714907.0000,249259.0000,2827751.0000,7097.0000,134294.0000,599369.0000,12769234.000,475821.0000,2058790.0000,104624.0000,145563.0000,494579.0000,636758.0000,595721.0000,3006384.0000,460387.0000,3812392.0000,517680.0000,2941658.0000,1487647.0000,65015332.000,664438.0000,819378.0000,348252.0000,403951.0000,97828.0000,51303.0000,60239.0000,20955.0000,550074.0000,1413578.0000,502046.0000,1268146.0000,397229.0000,529531.0000,25940.0000,137797.0000,1262374.0000,10984677.000,1414359.0000,11269687.000,298684.0000,1216196.0000,1699576.0000,5091418.0000
01,AL,001,Autauga County,0,24315.0000,10151.0000,11900.0000,51513.0000,18770.0000,1149657.0000,20830.0000,903517.0000,7289.0000,8125.0000,3086.0000,6940.0000,2742.0000,4612.0000,3440.0000,25228.0000,420.0000,2147.0000,7992.0000,1743.0000,21177.0000,5031.0000,121079.0000,1385.0000,7093.0000,2932.0000,33493.0000,40.0000,721.0000,7167.0000,133814.0000,5689.0000,20622.0000,1250.0000,1825.0000,6075.0000,4682.0000,7121.0000,28418.0000,5915.0000,49383.0000,6079.0000,28738.0000,18374.0000,732202.0000,8428.0000,10509.0000,4896.0000,6446.0000,1337.0000,734.0000,590.0000,168.0000,5587.0000,14050.0000,5089.0000,12722.0000,3948.0000,4974.0000,144.0000,510.0000,15958.0000,107396.0000,17335.0000,112969.0000,3530.0000,11318.0000,20011.0000,56866.0000
01,AL,003,Baldwin County,0,87236.0000,37748.0000,46875.0000,175844.0000,55954.0000,4556224.0000,68542.0000,3107119.0000,30310.0000,67434.0000,16368.0000,87411.0000,14548.0000,60332.0000,15992.0000,172379.0000,1188.0000,13680.0000,147337.0000,9841.0000,167777.0000,19808.0000,462958.0000,5350.0000,27333.0000,14265.0000,173014.0000,385.0000,6600.0000,27440.0000,616433.0000,20241.0000,93223.0000,6309.0000,9988.0000,22796.0000,28972.0000,27256.0000,137963.0000,21172.0000,204268.0000,22633.0000,107428.0000,64121.0000,3102762.0000,26093.0000,33627.0000,14098.0000,17391.0000,4000.0000,1986.0000,2097.0000,806.0000,17308.0000,40809.0000,15271.0000,35832.0000,12552.0000,16256.0000,1423.0000,7144.0000,56650.0000,528715.0000,62594.0000,562341.0000,17500.0000,82124.0000,63658.0000,173706.0000
01,AL,005,Barbour County,0,10648.0000,3322.0000,7410.0000,22062.0000,8680.0000,355824.0000,8735.0000,279766.0000,2765.0000,6774.0000,1190.0000,5860.0000,1104.0000,4677.0000,1597.0000,8609.0000,444.0000,978.0000,9364.0000,692.0000,8989.0000,1811.0000,36437.0000,736.0000,3382.0000,1231.0000,13411.0000,21.0000,401.0000,2250.0000,43331.0000,1641.0000,7254.0000,499.0000,1507.0000,1757.0000,1791.0000,2227.0000,11129.0000,1493.0000,11106.0000,1907.0000,9558.0000,6892.0000,208827.0000,3068.0000,2815.0000,1704.0000,1618.0000,371.0000,186.0000,227.0000,88.0000,3771.0000,10059.0000,3483.0000,9149.0000,2757.0000,3480.0000,41.0000,336.0000,5442.0000,29480.0000,6282.0000,31784.0000,1183.0000,3944.0000,8999.0000,28792.0000
01,AL,007,Bibb County,0,8049.0000,3493.0000,5019.0000,17756.0000,6554.0000,331373.0000,6897.0000,262943.0000,1991.0000,2796.0000,626.0000,1305.0000,509.0000,773.0000,1210.0000,8719.0000,217.0000,493.0000,2726.0000,511.0000,6445.0000,1421.0000,24866.0000,640.0000,2744.0000,907.0000,9375.0000,0.0001,0.0001,1792.0000,39539.0000,1476.0000,5239.0000,260.0000,309.0000,1426.0000,805.0000,1783.0000,6712.0000,1354.0000,9024.0000,1554.0000,7676.0000,5587.0000,192542.0000,2478.0000,2874.0000,1601.0000,2009.0000,335.0000,154.0000,194.0000,57.0000,2334.0000,6085.0000,2132.0000,5522.0000,1604.0000,2009.0000,29.0000,124.0000,4792.0000,26998.0000,5355.0000,28678.0000,929.0000,3220.0000,6800.0000,21033.0000
01,AL,009,Blount County,0,22330.0000,11600.0000,15203.0000,50549.0000,17771.0000,976176.0000,18623.0000,754156.0000,6584.0000,10476.0000,2087.0000,6939.0000,1824.0000,5232.0000,3808.0000,30841.0000,1187.0000,1596.0000,12111.0000,1772.0000,21361.0000,4309.0000,76576.0000,1878.0000,8720.0000,2810.0000,29089.0000,34.0000,313.0000,5836.0000,110767.0000,4743.0000,17796.0000,972.0000,1184.0000,4930.0000,4065.0000,5815.0000,24273.0000,4636.0000,35302.0000,4864.0000,21535.0000,16089.0000,587581.0000,7316.0000,8698.0000,4780.0000,6015.0000,880.0000,438.0000,675.0000,204.0000,5226.0000,12338.0000,4598.0000,10586.0000,4096.0000,5611.0000,125.0000,602.0000,13904.0000,84700.0000,15805.0000,90658.0000,3011.0000,10300.0000,18333.0000,50633.0000
01,AL,011,Bullock County,0,3952.0000,685.0000,2608.0000,8139.0000,3691.0000,112521.0000,3365.0000,89872.0000,655.0000,1730.0000,298.0000,1265.0000,268.0000,848.0000,543.0000,3030.0000,199.0000,237.0000,1932.0000,145.0000,2473.0000,525.0000,9757.0000,346.0000,1916.0000,333.0000,2967.0000,0.0001,0.0001,653.0000,11314.0000,499.0000,1467.0000,125.0000,144.0000,474.0000,406.0000,648.0000,2181.0000,396.0000,2288.0000,587.0000,2913.0000,2543.0000,56713.0000,1265.0000,1117.0000,650.0000,564.0000,170.0000,97.0000,48.0000,13.0000,1657.0000,4687.0000,1568.0000,4348.0000,1256.0000,1551.0000,20.0000,159.0000,1823.0000,7380.0000,2093.0000,8057.0000,366.0000,1131.0000,3439.0000,11500.0000
01,AL,013,Butler County,0,8690.0000,2661.0000,5983.0000,17753.0000,6928.0000,315486.0000,7357.0000,228464.0000,1811.0000,3273.0000,721.0000,3627.0000,633.0000,2543.0000,1369.0000,11089.0000,435.0000,625.0000,8304.0000,533.0000,6395.0000,1515.0000,25099.0000,894.0000,3480.0000,899.0000,9200.0000,0.0001,0.0001,1430.0000,28212.0000,1070.0000,4704.0000,320.0000,434.0000,1067.0000,929.0000,1422.0000,6346.0000,970.0000,6620.0000,1159.0000,6846.0000,5814.0000,185216.0000,2618.0000,2658.0000,1498.0000,1493.0000,337.0000,141.0000,169.0000,56.0000,3195.0000,8952.0000,2991.0000,8211.0000,2157.0000,2556.0000,44.0000,167.0000,4714.0000,28581.0000,5393.0000,30624.0000,1045.0000,2963.0000,7268.0000,22758.0000
01,AL,015,Calhoun County,0,48971.0000,19736.0000,30332.0000,101952.0000,35586.0000,2056246.0000,40057.0000,1521979.0000,14864.0000,19834.0000,5732.0000,22365.0000,5077.0000,15807.0000,6898.0000,58141.0000,784.0000,4002.0000,16912.0000,3610.0000,40169.0000,11443.0000,241200.0000,3698.0000,16769.0000,6586.0000,64913.0000,93.0000,1723.0000,12030.0000,232919.0000,9191.0000,31818.0000,2443.0000,3133.0000,9756.0000,9012.0000,11951.0000,47035.0000,9072.0000,63333.0000,10512.0000,55961.0000,34864.0000,1241992.0000,15143.0000,16348.0000,8391.0000,9870.0000,2036.0000,999.0000,1558.0000,464.0000,12828.0000,30469.0000,11601.0000,27482.0000,8987.0000,11675.0000,309.0000,1354.0000,29998.0000,182854.0000,33040.0000,194016.0000,5972.0000,19594.0000,41031.0000,115244.0000
01,AL,017,Chambers County,0,15398.0000,4227.0000,11028.0000,32139.0000,13287.0000,491040.0000,13334.0000,413834.0000,3078.0000,5006.0000,1262.0000,4866.0000,1152.0000,3653.0000,2953.0000,-9495.0000,286.0000,907.0000,6273.0000,953.0000,11606.0000,2627.0000,38805.0000,1307.0000,6575.0000,1445.0000,14146.0000,0.0001,0.0001,3254.0000,56502.0000,2617.0000,8008.0000,545.0000,595.0000,2452.0000,2048.0000,3216.0000,11523.0000,2297.0000,14045.0000,2834.0000,14252.0000,10341.0000,261976.0000,5299.0000,4878.0000,2370.0000,2215.0000,817.0000,489.0000,489.0000,152.0000,5715.0000,15095.0000,5344.0000,13939.0000,3806.0000,4998.0000,60.0000,329.0000,7738.0000,33861.0000,8892.0000,36108.0000,1540.0000,3790.0000,13307.0000,42052.0000
01,AL,019,Cherokee County,0,9384.0000,4628.0000,7387.0000,20070.0000,6424.0000,358215.0000,7345.0000,266490.0000,2834.0000,4947.0000,1139.0000,3343.0000,1030.0000,2327.0000,1756.0000,10452.0000,562.0000,875.0000,4755.0000,863.0000,11961.0000,2225.0000,42164.0000,1350.0000,5380.0000,1399.0000,14063.0000,0.0001,0.0001,2053.0000,39328.0000,1549.0000,5737.0000,462.0000,516.0000,1691.0000,1708.0000,2041.0000,8427.0000,1480.0000,11195.0000,1688.0000,7943.0000,6310.0000,210422.0000,2821.0000,2809.0000,1568.0000,1823.0000,296.0000,134.0000,408.0000,149.0000,2680.0000,6540.0000,2422.0000,5685.0000,1757.0000,2150.0000,50.0000,159.0000,5457.0000,29246.0000,6376.0000,31805.0000,1224.0000,3461.0000,7677.0000,21865.0000
01,AL,021,Chilton County,0,17671.0000,7780.0000,11973.0000,40532.0000,15836.0000,701281.0000,14852.0000,558908.0000,4286.0000,6391.0000,1472.0000,5612.0000,1278.0000,4423.0000,3049.0000,22472.0000,503.0000,1120.0000,8646.0000,1206.0000,15577.0000,2986.0000,53407.0000,1391.0000,6811.0000,1936.0000,20190.0000,0.0001,0.0001,4126.0000,79654.0000,3372.0000,10932.0000,654.0000,654.0000,3274.0000,2747.0000,4101.0000,15211.0000,3028.0000,21528.0000,3392.0000,16994.0000,12249.0000,405875.0000,5407.0000,6007.0000,3600.0000,4183.0000,541.0000,280.0000,395.0000,180.0000,4800.0000,12470.0000,4328.0000,11025.0000,3988.0000,5946.0000,87.0000,320.0000,10276.0000,55572.0000,11690.0000,59792.0000,2224.0000,6400.0000,14787.0000,43474.0000
01,AL,023,Choctaw County,0,5444.0000,2111.0000,4092.0000,11749.0000,4417.0000,221494.0000,4340.0000,173024.0000,1507.0000,2819.0000,451.0000,1272.0000,413.0000,849.0000,932.0000,6076.0000,339.0000,459.0000,4240.0000,312.0000,3888.0000,1187.0000,21491.0000,485.0000,2545.0000,815.0000,8435.0000,0.0001,0.0001,1410.0000,26994.0000,1073.0000,3555.0000,286.0000,345.0000,955.0000,588.0000,1394.0000,5216.0000,816.0000,4518.0000,1177.0000,6264.0000,3763.0000,133133.0000,1695.0000,2129.0000,1024.0000,1223.0000,171.0000,89.0000,142.0000,41.0000,1659.0000,4303.0000,1502.0000,3876.0000,1089.0000,1268.0000,53.0000,127.0000,3158.0000,18957.0000,3631.0000,20371.0000,722.0000,2038.0000,4497.0000,14123.0000
01,AL,025,Clarke County,0,10563.0000,3864.0000,7554.0000,23067.0000,9120.0000,440138.0000,8636.0000,331344.0000,3199.0000,5850.0000,1199.0000,4532.0000,1036.0000,2882.0000,1975.0000,12227.0000,418.0000,943.0000,11027.0000,752.0000,10845.0000,1980.0000,35858.0000,1123.0000,5896.0000,1310.0000,14572.0000,0.0001,0.0001,2720.0000,53139.0000,2194.0000,7513.0000,456.0000,666.0000,1906.0000,1612.0000,2711.0000,10510.0000,1743.0000,11515.0000,2417.0000,12886.0000,7144.0000,263236.0000,3337.0000,4016.0000,1956.0000,2257.0000,354.0000,180.0000,357.0000,168.0000,3493.0000,9976.0000,3245.0000,8894.0000,2320.0000,2739.0000,84.0000,377.0000,5965.0000,38601.0000,6969.0000,41630.0000,1379.0000,5331.0000,8765.0000,27785.0000
01,AL,027,Clay County,0,5566.0000,2451.0000,4051.0000,11958.0000,4198.0000,190928.0000,4651.0000,155770.0000,1593.0000,2021.0000,502.0000,1319.0000,455.0000,987.0000,833.0000,7171.0000,382.0000,355.0000,1939.0000,342.0000,4253.0000,1088.0000,20176.0000,540.0000,2371.0000,664.0000,6181.0000,0.0001,0.0001,1125.0000,20613.0000,830.0000,2637.0000,266.0000,365.0000,907.0000,660.0000,1122.0000,3863.0000,805.0000,5125.0000,965.0000,4933.0000,3723.0000,108463.0000,1646.0000,1745.0000,1005.0000,1073.0000,204.0000,112.0000,177.0000,53.0000,1694.0000,4214.0000,1539.0000,3832.0000,1248.0000,1633.0000,0.0001,0.0001,3075.0000,14351.0000,3497.0000,15596.0000,622.0000,1509.0000,4714.0000,14117.0000
01,AL,029,Cleburne County,0,5758.0000,2868.0000,4125.0000,13270.0000,4907.0000,227842.0000,4723.0000,183129.0000,1670.0000,2020.0000,511.0000,951.0000,452.0000,652.0000,1034.0000,6846.0000,370.0000,363.0000,1362.0000,420.0000,5413.0000,1031.0000,17764.0000,558.0000,2397.0000,630.0000,5958.0000,0.0001,0.0001,1343.0000,25693.0000,1052.0000,3736.0000,198.0000,195.0000,1101.0000,948.0000,1334.0000,5272.0000,997.0000,7112.0000,1138.0000,5994.0000,3995.0000,131463.0000,1800.0000,1948.0000,1170.0000,1400.0000,193.0000,87.0000,155.0000,35.0000,1551.0000,3672.0000,1375.0000,3141.0000,1133.0000,1697.0000,23.0000,111.0000,3372.0000,18217.0000,3907.0000,19928.0000,751.0000,2527.0000,4732.0000,13834.0000
01,AL,031,Coffee County,0,21184.0000,9296.0000,12197.0000,44588.0000,15179.0000,1035255.0000,17641.0000,754607.0000,7189.0000,11229.0000,2821.0000,14781.0000,2501.0000,12098.0000,2937.0000,23287.0000,900.0000,2225.0000,27999.0000,1580.0000,17935.0000,5323.0000,135916.0000,1049.0000,5352.0000,2780.0000,31638.0000,50.0000,993.0000,5407.0000,108060.0000,3902.0000,16013.0000,1270.0000,2485.0000,4600.0000,5281.0000,5370.0000,25035.0000,4345.0000,37335.0000,4449.0000,23514.0000,15620.0000,687695.0000,6784.0000,8536.0000,3975.0000,4897.0000,967.0000,492.0000,600.0000,237.0000,4928.0000,11987.0000,4461.0000,11004.0000,3531.0000,4579.0000,152.0000,518.0000,13713.0000,107205.0000,14838.0000,112225.0000,3254.0000,12252.0000,17070.0000,50548.0000
01,AL,033,Colbert County,0,24100.0000,10341.0000,18043.0000,48958.0000,15878.0000,1029598.0000,19390.0000,760657.0000,8392.0000,13131.0000,2814.0000,12260.0000,2528.0000,9770.0000,4119.0000,32450.0000,764.0000,1988.0000,7597.0000,2066.0000,22320.0000,5664.0000,116784.0000,2029.0000,9038.0000,3522.0000,38342.0000,36.0000,501.0000,6109.0000,115976.0000,4566.0000,17210.0000,1341.0000,1589.0000,4972.0000,4243.0000,6085.0000,24467.0000,4385.0000,30217.0000,5299.0000,26552.0000,17174.0000,643274.0000,7099.0000,7400.0000,3989.0000,4749.0000,831.0000,395.0000,908.0000,253.0000,6195.0000,14965.0000,5544.0000,13035.0000,4077.0000,5084.0000,187.0000,643.0000,15220.0000,98431.0000,17284.0000,105054.0000,3448.0000,10728.0000,19627.0000,52986.0000
01,AL,035,Conecuh County,0,5246.0000,1698.0000,3369.0000,11002.0000,4263.0000,177026.0000,4300.0000,132576.0000,1182.0000,2459.0000,371.0000,1100.0000,297.0000,789.0000,847.0000,4604.0000,360.0000,326.0000,2464.0000,342.0000,4071.0000,968.0000,16756.0000,520.0000,2431.0000,586.0000,5527.0000,0.0001,0.0001,910.0000,17997.0000,718.0000,2337.0000,140.0000,149.0000,645.0000,506.0000,900.0000,3251.0000,551.0000,3357.0000,773.0000,4099.0000,3237.0000,98338.0000,1452.0000,1416.0000,807.0000,825.0000,146.0000,75.0000,152.0000,42.0000,2034.0000,5866.0000,1903.0000,5432.0000,1322.0000,1591.0000,24.0000,124.0000,2648.0000,14385.0000,3060.0000,15565.0000,669.0000,1815.0000,4332.0000,13564.0000
01,AL,037,Coosa County,0,4078.0000,1535.0000,2505.0000,8313.0000,2858.0000,148299.0000,3452.0000,116232.0000,1052.0000,1623.0000,326.0000,1139.0000,282.0000,762.0000,498.0000,2922.0000,127.0000,266.0000,1120.0000,281.0000,3779.0000,878.0000,15446.0000,473.0000,2124.0000,523.0000,5418.0000,0.0001,0.0001,812.0000,14199.0000,622.0000,1922.0000,161.0000,168.0000,607.0000,416.0000,809.0000,2659.0000,578.0000,3740.0000,653.0000,3171.0000,2867.0000,86713.0000,1235.0000,1203.0000,669.0000,713.0000,142.0000,73.0000,106.0000,36.0000,1302.0000,3140.0000,1164.0000,2902.0000,789.0000,905.0000,0.0001,0.0001,2391.0000,12295.0000,2627.0000,12955.0000,479.0000,1139.0000,3439.0000,9963.0000
01,AL,039,Covington County,0,15358.0000,6619.0000,9550.0000,31845.0000,10543.0000,595249.0000,12599.0000,461516.0000,4388.0000,7752.0000,1673.0000,6246.0000,1456.0000,4805.0000,2488.0000,19859.0000,993.0000,1380.0000,9200.0000,1267.0000,17012.0000,3084.0000,54270.0000,1740.0000,6195.0000,2006.0000,19697.0000,32.0000,455.0000,3033.0000,64599.0000,2315.0000,8890.0000,623.0000,680.0000,2332.0000,1872.0000,3005.0000,12027.0000,2158.0000,15756.0000,2339.0000,12180.0000,10538.0000,366682.0000,4474.0000,6174.0000,2546.0000,2837.0000,559.0000,284.0000,327.0000,111.0000,4542.0000,11468.0000,4101.0000,10349.0000,3019.0000,3634.0000,120.0000,444.0000,9005.0000,53134.0000,10210.0000,57381.0000,2045.0000,6887.0000,12416.0000,36834.0000
01,AL,041,Crenshaw County,0,5906.0000,2210.0000,4097.0000,12222.0000,4370.0000,207186.0000,4978.0000,170612.0000,1477.0000,2425.0000,460.0000,1765.0000,397.0000,1410.0000,910.0000,1722.0000,501.0000,442.0000,2004.0000,308.0000,3959.0000,983.0000,19661.0000,531.0000,2062.0000,640.0000,6286.0000,0.0001,0.0001,1079.0000,19789.0000,785.0000,2576.0000,257.0000,327.0000,817.0000,614.0000,1065.0000,3735.0000,714.0000,4872.0000,897.0000,3865.0000,4101.0000,121886.0000,1849.0000,2230.0000,1075.0000,1226.0000,210.0000,105.0000,218.0000,77.0000,1876.0000,4573.0000,1695.0000,4123.0000,1198.0000,1444.0000,36.0000,111.0000,3383.0000,16043.0000,3843.0000,17433.0000,735.0000,2104.0000,4923.0000,14524.0000
01,AL,043,Cullman County,0,33070.0000,16167.0000,23355.0000,71779.0000,24370.0000,1372355.0000,27215.0000,1055594.0000,10794.0000,18640.0000,3933.0000,9926.0000,3497.0000,7281.0000,5895.0000,52345.0000,2100.0000,3169.0000,20125.0000,2684.0000,34680.0000,6227.0000,112187.0000,3172.0000,13812.0000,4110.0000,41950.0000,71.0000,1029.0000,7678.0000,153777.0000,5924.0000,23395.0000,1473.0000,1695.0000,6260.0000,4748.0000,7606.0000,31345.0000,5818.0000,46450.0000,6423.0000,33604.0000,23131.0000,824002.0000,10030.0000,11352.0000,6050.0000,7306.0000,1223.0000,573.0000,874.0000,274.0000,7917.0000,17802.0000,6850.0000,15429.0000,5858.0000,8458.0000,250.0000,1849.0000,20064.0000,122039.0000,22894.0000,131859.0000,4364.0000,15651.0000,27150.0000,74987.0000
01,AL,045,Dale County,0,20633.0000,8619.0000,11198.0000,43163.0000,14775.0000,837698.0000,17251.0000,654440.0000,6053.0000,7310.0000,2184.0000,4819.0000,1828.0000,3342.0000,2584.0000,15368.0000,521.0000,1548.0000,6694.0000,1401.0000,15582.0000,4662.0000,108839.0000,1207.0000,6304.0000,2595.0000,26745.0000,28.0000,263.0000,4220.0000,74705.0000,2965.0000,9613.0000,1031.0000,1826.0000,3495.0000,3291.0000,4167.0000,15771.0000,3277.0000,23766.0000,3423.0000,16480.0000,14890.0000,511941.0000,6375.0000,6917.0000,3719.0000,4407.0000,884.0000,433.0000,567.0000,199.0000,5701.0000,13926.0000,5259.0000,12803.0000,4011.0000,5205.0000,81.0000,267.0000,12721.0000,72771.0000,13911.0000,76800.0000,2670.0000,6847.0000,17213.0000,52654.0000
01,AL,047,Dallas County,0,18127.0000,3863.0000,11691.0000,38703.0000,17318.0000,600238.0000,15320.0000,457574.0000,3405.0000,6723.0000,1571.0000,7593.0000,1378.0000,5198.0000,2740.0000,20506.0000,508.0000,1269.0000,15405.0000,890.0000,11275.0000,2704.0000,47839.0000,1656.0000,7206.0000,1681.0000,18200.0000,26.0000,626.0000,3718.0000,67402.0000,2945.0000,9076.0000,643.0000,748.0000,2600.0000,2273.0000,3686.0000,13586.0000,2397.0000,14378.0000,3339.0000,19343.0000,10912.0000,321617.0000,5619.0000,5925.0000,2433.0000,2196.0000,727.0000,429.0000,726.0000,470.0000,8079.0000,25428.0000,7733.0000,24052.0000,5683.0000,7250.0000,93.0000,413.0000,8005.0000,44731.0000,9381.0000,48577.0000,1843.0000,6631.0000,15620.0000,57987.0000
01,AL,049,DeKalb County,0,27151.0000,12636.0000,21035.0000,61910.0000,23587.0000,932027.0000,22393.0000,743795.0000,7432.0000,10512.0000,2574.0000,10486.0000,2279.0000,8055.0000,5041.0000,30821.0000,2338.0000,1916.0000,12214.0000,1775.0000,24154.0000,4654.0000,77156.0000,4050.0000,18205.0000,2651.0000,24988.0000,38.0000,503.0000,4786.0000,96668.0000,3630.0000,12844.0000,1082.0000,1279.0000,3848.0000,3265.0000,4770.0000,18594.0000,3391.0000,23512.0000,3915.0000,20005.0000,17370.0000,512780.0000,8337.0000,8121.0000,4996.0000,5318.0000,908.0000,440.0000,965.0000,284.0000,8055.0000,20148.0000,7192.0000,17682.0000,6883.0000,10273.0000,142.0000,683.0000,14151.0000,71555.0000,16844.0000,78607.0000,2806.0000,8618.0000,23074.0000,67560.0000
01,AL,051,Elmore County,0,35970.0000,14846.0000,18874.0000,74271.0000,25995.0000,1721055.0000,30452.0000,1303775.0000,10700.0000,13214.0000,4375.0000,13845.0000,3851.0000,9305.0000,5630.0000,45280.0000,656.0000,3181.0000,18332.0000,2668.0000,36073.0000,7870.0000,194457.0000,1956.0000,10082.0000,4634.0000,54028.0000,88.0000,1377.0000,11229.0000,225638.0000,8903.0000,31755.0000,1958.0000,2625.0000,9482.0000,7418.0000,11127.0000,44182.0000,9276.0000,80149.0000,9511.0000,46583.0000,27178.0000,1081374.0000,12024.0000,14837.0000,6802.0000,8358.0000,2134.0000,1224.0000,995.0000,364.0000,8261.0000,20751.0000,7477.0000,18672.0000,5894.0000,7534.0000,227.0000,958.0000,23469.0000,160169.0000,25702.0000,169639.0000,5403.0000,18284.0000,29212.0000,84715.0000
01,AL,053,Escambia County,0,14557.0000,5399.0000,7862.0000,31321.0000,11962.0000,564178.0000,11874.0000,411658.0000,3780.0000,6680.0000,1378.0000,7084.0000,1226.0000,5565.0000,2365.0000,15564.0000,449.0000,1004.0000,7551.0000,1118.0000,16050.0000,2862.0000,50456.0000,1056.0000,5253.0000,1935.0000,20167.0000,45.0000,782.0000,3028.0000,60451.0000,2301.0000,7793.0000,594.0000,719.0000,2270.0000,2168.0000,2996.0000,11397.0000,2017.0000,13171.0000,2489.0000,15180.0000,9862.0000,328270.0000,4370.0000,4790.0000,2680.0000,2946.0000,535.0000,285.0000,367.0000,115.0000,4807.0000,12814.0000,4440.0000,11643.0000,3518.0000,4494.0000,90.0000,537.0000,8130.0000,46877.0000,9296.0000,50657.0000,2129.0000,6708.0000,11735.0000,35334.0000
01,AL,055,Etowah County,0,42670.0000,17936.0000,29544.0000,89198.0000,30883.0000,1747374.0000,34745.0000,1307139.0000,12383.0000,22677.0000,4569.0000,18573.0000,3994.0000,14191.0000,7551.0000,69956.0000,1096.0000,3465.0000,21250.0000,3464.0000,41615.0000,8955.0000,160713.0000,3740.0000,14501.0000,5756.0000,58088.0000,108.0000,2060.0000,10936.0000,209589.0000,8784.0000,37522.0000,1905.0000,2374.0000,9123.0000,8218.0000,10862.0000,51133.0000,8142.0000,57348.0000,9593.0000,46480.0000,29291.0000,1038308.0000,12947.0000,14089.0000,7183.0000,8342.0000,1688.0000,782.0000,1794.0000,480.0000,12227.0000,30610.0000,11079.0000,27034.0000,8324.0000,10460.0000,367.0000,1559.0000,25130.0000,157071.0000,28761.0000,169543.0000,5263.0000,17766.0000,35620.0000,102065.0000
01,AL,057,Fayette County,0,6364.0000,3080.0000,4899.0000,13794.0000,4644.0000,242051.0000,5176.0000,195757.0000,1941.0000,3439.0000,564.0000,1506.0000,483.0000,1010.0000,1149.0000,8528.0000,438.0000,443.0000,1692.0000,480.0000,5335.0000,1378.0000,22444.0000,601.0000,2552.0000,845.0000,7906.0000,0.0001,0.0001,1269.0000,22606.0000,1017.0000,3217.0000,210.0000,251.0000,981.0000,623.0000,1260.0000,4300.0000,834.0000,5366.0000,1075.0000,5815.0000,4363.0000,142276.0000,1828.0000,2130.0000,1223.0000,1478.0000,222.0000,108.0000,158.0000,47.0000,1856.0000,4513.0000,1644.0000,3960.0000,1199.0000,1434.0000,24.0000,109.0000,3807.0000,18938.0000,4369.0000,20574.0000,821.0000,1784.0000,5217.0000,15095.0000
01,AL,059,Franklin County,0,13132.0000,5576.0000,10437.0000,33018.0000,14939.0000,479638.0000,11250.0000,373455.0000,3704.0000,6611.0000,1003.0000,5390.0000,877.0000,4533.0000,2036.0000,20648.0000,846.0000,750.0000,7223.0000,786.0000,7615.0000,2126.0000,35330.0000,1326.0000,5019.0000,1335.0000,12812.0000,0.0001,0.0001,2280.0000,45851.0000,1830.0000,7261.0000,396.0000,412.0000,1828.0000,1391.0000,2264.0000,9624.0000,1552.0000,9406.0000,1864.0000,9750.0000,8359.0000,262036.0000,3958.0000,3789.0000,2701.0000,2669.0000,370.0000,144.0000,302.0000,93.0000,3466.0000,8987.0000,3120.0000,7976.0000,4168.0000,7654.0000,92.0000,409.0000,6555.0000,38464.0000,7638.0000,41651.0000,1375.0000,5553.0000,11267.0000,34345.0000
01,AL,061,Geneva County,0,10612.0000,4758.0000,6451.0000,22263.0000,7362.0000,385857.0000,8671.0000,297462.0000,3291.0000,5321.0000,960.0000,2363.0000,811.0000,1690.0000,1592.0000,10178.0000,843.0000,787.0000,4273.0000,820.0000,9575.0000,2168.0000,42808.0000,751.0000,3751.0000,1332.0000,12896.0000,0.0001,0.0001,1770.0000,33195.0000,1277.0000,4684.0000,448.0000,532.0000,1378.0000,1062.0000,1761.0000,6676.0000,1295.0000,9124.0000,1363.0000,6723.0000,7126.0000,232594.0000,2812.0000,3419.0000,1723.0000,2012.0000,373.0000,195.0000,214.0000,64.0000,3080.0000,7817.0000,2796.0000,6975.0000,2014.0000,2508.0000,40.0000,205.0000,6209.0000,32965.0000,7080.0000,35520.0000,1437.0000,4660.0000,8631.0000,24147.0000
